DateTime,Quad Color,Wire Pair,Temp [C],Humidity ,Loop Resistance [kohms],ADC Threshold,ADC Threshold 2,Loop Resistance 2 [kohms]
2024-10-03 16:00:00,White,WP0,25,32.0,0.153353,0x0072,,
2024-10-03 16:00:00,White,WP1,25,32.0,0.153364,0x0072,,
2024-10-03 16:00:00,Brown,WP0,25,32.0,0.151406,0x0076,,
2024-10-03 16:00:00,Brown,WP1,25,32.0,0.151693,0x0075,,
2024-10-02 10:15:00,Pink,WP0,25,33.0,0.149343,0x006f,,
2024-10-02 10:15:00,Pink,WP1,25,33.0,0.1495996,0x0063,,
2024-10-02 10:15:00,White,WP0,25,33.0,0.153537,0x0068,,
2024-10-02 10:15:00,White,WP1,25,33.0,0.153521,0x005c,,
2024-10-02 10:15:00,Brown,WP0,25,33.0,0.151603,0x006a,,
2024-10-02 10:15:00,Brown,WP1,25,33.0,0.151832,0x005f,,
2024-10-02 16:00:00,Pink,WP0,24,29.0,0.149205,0x0063,,
2024-10-02 16:00:00,Pink,WP1,24,29.0,0.149375,0x0070,,
2024-10-02 16:00:00,White,WP0,24,29.0,0.153278,0x00069,,
2024-10-02 16:00:00,White,WP1,24,29.0,0.153282,0x005d,,
2024-10-02 16:00:00,Brown,WP0,24,29.0,0.151371,0x006b,,
2024-10-02 16:00:00,Brown,WP1,24,29.0,0.15163,0x005f,,
2024-10-01 10:36:00,Pink,WP0,25,39.0,0.149506,0x0067,,
